Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,PhotoAmt,AdoptionSpeed
2,4,266,2,1,1,1,2,1,2,1,1,0,41401,2,1
2,10,266,1,2,2,1,1,1,1,1,1,100,41401,1,4
1,7,182,2,2,2,1,1,1,1,1,1,1,41401,2,2
1,2,307,2,2,2,1,2,2,2,1,1,0,41326,4,1
1,12,307,2,7,3,1,1,1,1,1,1,0,41401,0,4
2,12,265,2,2,2,2,2,1,2,1,1,0,41401,5,1
1,12,307,2,1,3,1,1,2,1,1,1,0,41401,5,4
1,12,307,1,2,2,2,2,2,2,1,1,0,41326,3,3
1,2,307,1,2,2,1,1,1,2,1,1,0,41401,3,1
2,3,266,1,6,1,1,2,2,2,1,1,0,41326,8,2
1,7,307,1,1,2,1,1,1,3,1,1,0,41336,0,4
2,3,265,2,1,2,2,2,2,3,1,1,0,41326,4,4
1,1,307,1,1,2,1,2,2,2,1,1,50,41326,4,3
1,1,307,1,5,1,1,1,1,1,1,1,0,41401,1,2
1,1,307,2,1,2,2,2,2,2,1,1,0,41326,1,3
1,4,307,2,1,2,1,1,1,2,1,3,0,41401,0,4
2,1,266,3,1,2,1,2,2,2,1,2,0,41326,11,1
1,24,169,1,2,2,3,1,1,2,1,1,400,41326,1,2
2,7,266,2,2,2,1,1,1,2,1,1,0,41326,6,3
2,2,266,3,1,1,1,1,1,2,1,2,0,41332,4,4
1,2,307,1,1,2,1,2,2,2,1,1,0,41401,1,2
2,0,266,3,1,3,1,2,2,2,1,6,0,41401,2,2
1,1,307,3,1,2,2,2,1,2,1,5,0,41326,6,4
2,2,266,2,1,1,1,3,3,3,1,1,0,41326,1,2
2,4,254,2,2,2,2,1,1,2,1,1,150,41326,1,3
1,2,307,2,2,2,2,3,3,3,1,1,0,41324,1,4
1,14,307,2,2,2,2,1,1,1,1,1,0,41401,4,4
1,24,179,1,5,1,1,1,1,3,1,1,600,41326,3,4
2,42,266,2,1,1,1,1,1,1,1,1,0,41326,4,2
1,2,307,2,1,2,2,2,1,2,1,1,0,41326,11,2
1,6,307,1,2,1,1,1,1,2,1,1,0,41327,2,4
1,15,307,2,1,2,2,1,1,1,1,1,0,41326,2,4
2,1,266,3,1,1,1,2,2,2,1,2,0,41401,4,3
2,4,265,1,1,2,2,2,2,2,1,1,0,41326,2,2
1,42,109,2,4,2,3,2,2,1,2,1,0,41326,0,3
1,1,109,2,4,2,2,1,1,2,1,1,0,41401,10,2
2,6,292,2,2,2,1,2,1,2,1,1,100,41401,3,2
1,36,141,2,1,3,2,3,3,1,1,1,0,41326,5,1
2,1,266,2,1,1,1,2,2,2,1,1,0,41401,1,3
2,1,265,2,4,1,2,2,2,2,1,1,0,41326,1,1
2,1,266,2,4,2,1,2,2,2,1,1,0,41325,4,3
1,2,307,1,1,2,1,2,1,2,1,1,0,41326,3,1
2,6,285,1,1,3,2,2,1,2,1,1,0,41326,5,3
2,120,266,2,1,1,1,3,3,1,1,1,0,41401,1,4
1,2,224,2,1,2,1,2,2,2,1,1,0,41401,4,3
1,2,307,3,1,2,2,1,1,3,1,2,0,41324,2,4
2,3,266,3,4,1,1,2,2,2,1,2,0,41326,1,1
1,10,78,1,1,2,1,2,2,2,1,1,0,41326,1,2
2,4,265,2,1,2,2,2,2,2,1,1,0,41401,1,4
2,1,285,2,3,2,3,2,1,2,1,1,150,41326,7,0
2,12,299,2,6,3,1,3,1,1,1,6,0,41326,2,2
1,2,307,1,1,2,2,1,1,2,1,1,0,41401,3,1
1,2,307,1,1,2,1,3,3,3,1,1,0,41401,3,4
2,1,265,3,3,1,2,2,2,2,1,5,0,41326,1,4
2,18,292,2,2,2,1,2,1,1,1,1,200,41401,4,2
1,3,307,2,1,2,1,2,2,2,1,1,0,41327,1,2
1,18,307,1,1,2,1,1,1,1,1,1,0,41326,6,4
1,72,100,2,7,2,1,1,1,2,1,1,100,41327,8,2
1,0,307,2,1,2,1,2,2,2,1,1,0,41336,1,2
2,3,243,2,1,3,1,2,2,2,1,3,0,41326,2,3
1,5,307,2,1,2,1,1,1,1,1,1,0,41401,1,4
1,18,173,1,6,2,1,1,1,2,1,1,10,41326,2,3
1,5,307,2,1,2,1,2,2,2,1,1,0,41401,5,4
1,3,307,1,2,2,2,1,1,2,1,1,1,41330,7,3
1,1,307,2,2,2,1,1,1,2,1,1,0,41326,10,3
2,1,265,3,1,1,2,1,2,2,1,2,0,41326,0,4
1,2,307,1,1,2,1,2,1,2,1,1,0,41326,4,2
2,4,266,1,1,1,1,2,2,2,1,2,0,41401,7,4
2,3,266,3,4,1,1,2,1,2,1,3,0,41326,4,1
2,4,247,2,1,1,1,2,1,2,1,1,250,41326,3,4
1,1,307,2,2,2,1,2,1,2,1,1,0,41326,2,4
1,24,20,1,1,2,1,1,1,2,1,1,300,41326,1,3
2,4,280,2,5,2,3,3,3,2,1,1,0,41401,1,1
2,4,266,1,6,2,1,2,2,2,1,2,0,41326,0,4
2,5,266,3,1,2,1,2,2,2,1,3,0,41326,2,3
2,10,266,1,1,2,1,1,1,1,1,1,100,41401,1,4
1,24,307,2,7,2,1,3,3,3,1,1,0,41401,2,4
2,17,265,2,7,3,2,3,3,2,1,1,25,41336,2,1
2,2,266,2,5,1,1,2,1,2,1,1,0,41401,4,0
2,2,266,1,6,2,1,2,2,2,1,1,0,41326,2,2
2,72,266,2,1,1,1,1,1,1,1,1,0,41336,1,2
2,36,266,1,2,2,2,1,1,1,1,1,0,41401,3,3
2,3,266,1,1,3,1,1,1,2,1,1,0,41401,1,1
1,21,103,1,1,3,2,1,1,1,1,1,0,41327,1,1
1,12,307,2,5,2,1,2,1,1,1,1,0,41336,5,2
1,3,307,2,1,2,2,1,1,2,1,1,0,41326,2,3
1,2,307,1,2,2,2,1,1,2,1,1,0,41326,1,2
2,5,266,1,1,2,2,1,1,2,1,2,0,41326,8,2
1,2,307,3,1,2,1,2,2,2,1,6,0,41326,5,4
1,1,307,3,2,2,2,2,2,2,1,2,0,41327,6,2
1,4,307,1,1,2,2,2,2,2,2,1,0,41401,4,4
2,5,264,3,2,2,3,2,2,2,1,3,0,41326,2,2
2,4,266,2,1,2,2,2,1,2,1,1,65,41326,5,2
1,1,307,3,1,2,2,2,2,2,1,9,0,41326,11,3
1,1,307,2,2,2,1,1,1,2,1,3,0,41326,7,2
2,6,266,3,6,2,1,2,2,2,1,2,0,41326,5,4
2,1,266,3,2,1,1,2,2,2,1,4,0,41326,3,4
1,15,307,2,1,2,1,2,1,1,1,1,0,41324,1,4
1,5,307,2,4,2,2,1,1,2,1,1,0,41401,3,3
2,2,303,2,2,2,2,1,1,2,1,1,0,41401,11,2
2,3,266,2,1,1,1,2,2,2,1,1,0,41326,5,1
1,2,307,2,1,2,1,1,1,2,1,3,0,41326,4,2
1,1,307,1,1,2,2,2,2,2,1,1,0,41326,2,3
1,2,307,2,2,2,2,2,2,2,1,3,0,41326,2,4
1,11,307,2,1,2,1,1,1,1,1,1,0,41326,3,4
1,24,42,2,1,1,1,1,1,1,1,1,350,41336,5,3
1,2,307,1,2,2,2,1,1,2,1,1,0,41401,4,2
1,2,307,2,2,2,1,1,1,2,1,1,0,41401,15,3
1,6,307,1,2,2,2,1,1,1,1,2,0,41326,5,4
1,2,307,2,1,1,1,2,1,2,1,1,0,41326,4,4
2,12,266,2,1,2,1,1,1,2,1,1,100,41326,3,4
1,2,307,2,1,2,1,2,1,2,1,1,0,41401,2,3
1,4,307,2,1,2,2,1,1,2,1,1,150,41326,1,4
2,2,266,2,6,1,1,2,2,2,1,1,0,41401,5,1
2,18,266,2,6,1,1,1,3,1,1,1,30,41324,2,0
1,3,307,1,1,2,1,2,2,2,1,1,0,41401,1,3
2,1,266,2,2,1,1,2,2,2,1,1,0,41401,1,3
2,12,265,2,2,1,2,1,1,1,2,1,0,41326,1,1
1,3,307,3,1,2,1,1,1,2,1,2,200,41326,2,4
1,5,307,2,1,2,3,1,1,2,1,2,1,41326,2,4
2,3,283,3,1,1,1,2,2,2,1,3,0,41401,1,3
1,2,307,1,1,2,1,1,1,3,1,1,0,41401,7,1
1,36,205,1,5,2,1,1,1,3,1,1,80,41330,3,3
1,1,307,1,1,2,1,2,1,2,1,1,0,41326,4,1
1,12,141,1,2,2,1,3,3,3,1,1,0,41326,2,4
2,1,265,1,1,1,2,2,2,2,1,1,0,41326,1,1
1,24,189,1,1,3,1,3,3,3,1,1,0,41336,1,1
2,1,266,3,2,1,1,3,3,3,1,3,0,41326,2,3
1,24,307,2,5,2,1,1,1,2,1,1,50,41326,3,4
2,4,266,1,1,1,1,1,1,1,1,1,0,41326,7,3
1,24,213,1,2,2,3,1,1,2,1,1,200,41326,1,3
1,3,141,2,1,2,1,1,1,2,1,2,0,41326,5,2
1,1,307,2,1,2,2,2,1,2,1,1,0,41401,3,2
1,1,307,1,1,2,2,2,2,2,1,1,0,41326,3,1
2,3,266,2,1,1,1,2,2,2,1,1,0,41326,2,0
2,4,266,2,1,2,1,3,3,3,1,1,0,41401,3,4
2,48,266,2,1,3,1,1,1,1,1,1,0,41326,1,4
2,36,266,2,3,2,2,3,3,1,1,1,0,41326,5,4
1,4,307,2,2,2,1,1,1,2,1,1,0,41326,2,4
2,4,266,1,4,1,1,2,2,2,2,1,0,41401,3,2
1,2,78,3,1,2,1,1,1,2,1,2,0,41326,8,3
1,5,307,2,7,2,1,2,2,2,1,1,20,41327,1,4
1,3,307,1,1,2,2,1,1,2,1,1,0,41326,5,1
2,3,266,1,1,1,1,1,1,3,1,1,0,41401,8,2
1,2,218,3,1,2,1,2,1,2,1,8,0,41326,9,2
1,2,307,1,2,2,2,1,1,2,1,1,50,41326,1,2
2,2,254,3,1,1,1,1,1,2,1,2,0,41326,9,2
2,2,264,3,2,2,3,2,2,2,1,2,0,41326,17,1
1,2,307,3,2,2,1,3,3,3,1,2,0,41326,2,1
1,2,307,3,1,2,1,2,2,3,1,3,0,41326,8,3
2,1,292,3,1,2,1,2,2,2,1,6,0,41401,11,3
2,2,265,3,1,1,1,2,2,2,1,3,0,41332,5,3
1,1,307,1,2,2,1,2,2,2,1,1,20,41327,1,2
1,1,307,3,1,2,2,2,2,2,1,3,0,41326,5,3
1,6,307,2,5,2,2,3,3,3,1,1,0,41336,1,1
2,3,264,1,1,1,2,2,2,2,1,1,0,41401,1,2
2,12,264,2,6,2,2,1,1,2,1,1,0,41326,3,2
1,24,307,1,2,2,3,3,3,3,3,1,0,41330,3,2
1,5,307,2,2,1,1,1,1,1,1,1,0,41401,2,4
1,3,307,2,1,2,2,1,1,2,1,1,0,41326,3,1
2,4,299,2,1,2,1,3,3,3,1,1,0,41401,2,4
2,4,264,2,2,2,3,1,1,2,1,1,50,41326,5,3
2,6,265,2,3,2,3,1,1,2,1,1,0,41325,2,2
1,1,307,3,2,2,1,1,1,1,1,3,0,41326,2,2
1,42,78,1,1,3,1,1,1,2,1,1,0,41326,5,2
1,1,15,2,2,2,1,2,2,2,1,1,0,41335,3,1
1,3,307,1,1,2,1,1,1,2,1,1,50,41326,4,2
2,3,265,1,6,2,2,2,2,2,1,1,0,41330,1,4
1,19,141,1,2,3,1,1,1,1,1,1,0,41326,3,4
1,36,141,1,5,1,1,3,3,2,1,1,0,41326,9,2
1,1,307,3,1,2,2,3,3,2,1,9,0,41326,4,4
1,2,76,1,1,2,2,2,1,2,1,1,0,41401,5,2
1,2,307,2,1,2,1,2,2,2,1,1,20,41327,1,3
2,0,266,3,1,2,1,2,2,2,1,4,0,41326,0,3
1,2,307,2,2,2,2,2,1,2,1,1,0,41326,5,2
1,19,307,2,1,2,1,1,1,2,1,1,100,41326,3,4
2,15,266,3,1,2,1,1,1,2,1,3,0,41401,2,2
2,3,265,2,1,1,2,2,2,2,1,1,0,41326,1,4
2,24,265,2,6,2,2,2,2,2,1,1,0,41401,2,4
2,24,243,3,2,2,2,2,1,3,1,4,0,41401,4,4
2,6,254,3,1,1,2,2,2,2,1,5,0,41330,1,4
2,0,266,3,1,1,1,3,3,3,1,3,0,41326,3,0
2,1,266,1,1,2,1,2,1,2,1,1,0,41326,3,1
2,2,265,2,2,2,2,2,1,2,1,1,0,41326,5,0
1,2,307,2,2,2,2,2,1,2,1,1,0,41330,2,4
2,3,266,2,6,2,1,1,1,2,1,1,50,41326,3,2
1,1,307,2,1,2,2,2,1,2,1,1,50,41326,10,2
1,2,307,2,2,2,1,3,1,2,1,1,0,41401,4,3
1,20,195,1,1,2,1,3,3,3,1,1,250,41326,0,1
1,5,307,1,1,2,1,1,1,2,1,1,50,41326,8,3
2,3,266,2,1,1,1,2,1,2,1,3,0,41327,7,3
1,2,141,3,1,2,2,3,3,3,1,3,0,41327,3,3
2,9,265,2,7,2,2,1,1,1,1,2,0,41326,1,2
1,1,103,1,1,2,2,2,1,2,1,1,0,41401,2,3
2,8,265,2,4,1,2,1,1,2,1,1,0,41326,5,3
2,4,266,3,1,2,1,2,2,2,1,2,300,41326,5,1
2,12,249,2,1,1,1,3,3,2,1,2,0,41401,3,4
2,24,254,3,1,2,2,3,3,1,1,10,0,41327,10,4
1,24,307,2,2,2,2,3,3,3,1,1,0,41401,3,4
2,2,266,3,2,2,1,2,1,2,1,4,0,41326,12,3
2,1,266,3,2,1,1,2,2,2,1,4,0,41401,5,3
1,2,307,2,2,2,1,2,1,2,1,1,0,41326,4,2
2,3,266,1,1,2,1,2,2,2,1,1,15,41326,4,2
1,4,307,2,1,2,1,1,1,2,1,1,0,41332,4,4
1,3,307,1,5,2,1,3,3,3,1,1,0,41326,2,1
2,1,266,1,6,1,1,2,2,2,1,1,0,41326,3,1
1,12,103,1,2,2,1,2,2,1,1,1,0,41401,1,4
2,12,265,3,1,2,2,2,2,3,1,3,0,41326,8,3
1,3,307,2,1,2,1,2,2,2,1,1,0,41401,1,4
1,2,307,2,2,2,2,1,1,2,1,1,0,41401,1,2
1,4,307,1,3,2,1,1,1,2,1,1,0,41326,5,2
2,2,292,2,1,2,1,2,1,2,1,1,0,41401,2,1
1,2,307,2,5,2,1,1,2,2,1,1,0,41326,2,3
1,1,307,1,2,2,1,2,2,2,1,1,0,41326,2,1
1,24,307,1,7,2,1,2,2,2,1,1,0,41326,4,3
1,2,307,2,5,2,1,2,2,2,1,1,20,41327,1,3
2,2,266,3,1,1,1,2,1,2,1,5,0,41401,2,4
1,3,200,3,1,2,1,2,1,2,1,4,0,41326,6,2
2,1,266,1,1,2,2,2,2,2,1,1,30,41326,2,4
1,3,307,1,1,2,2,2,1,2,1,1,0,41401,5,1
1,2,307,2,2,2,1,2,2,2,1,6,0,41327,2,4
2,12,266,2,2,2,1,1,1,1,1,1,0,41326,1,4
1,72,232,2,2,2,2,1,1,1,1,1,0,41326,4,3
2,24,241,2,1,2,3,3,3,3,1,1,0,41401,1,2
1,3,307,2,7,2,2,2,2,2,1,1,0,41326,30,2
1,3,307,2,1,2,1,2,1,2,1,2,0,41326,2,4
1,4,307,2,2,2,1,1,1,1,1,1,0,41401,5,4
2,1,266,1,1,1,1,3,3,3,1,1,0,41326,4,2
1,2,307,1,1,1,1,1,1,2,1,1,0,41326,3,4
1,1,307,3,1,2,3,2,2,2,1,2,0,41326,5,0
2,5,283,1,7,2,1,1,1,2,1,1,0,41327,1,2
1,3,20,2,2,2,1,1,1,2,1,1,0,41326,3,3
2,15,265,2,3,2,2,1,3,3,1,1,1,41401,1,3
1,1,307,2,1,2,1,2,2,2,1,1,0,41326,2,1
1,24,307,1,1,2,2,2,1,2,1,1,0,41401,5,1
1,5,307,2,2,2,2,1,1,1,1,1,0,41330,1,3
1,12,128,2,7,1,1,1,1,3,1,1,0,41326,2,3
2,3,266,2,1,1,1,1,1,2,1,1,0,41335,5,0
2,2,266,1,1,2,1,2,2,2,1,1,50,41326,4,3
2,2,266,3,1,1,1,2,2,2,1,2,0,41326,5,3
1,2,307,1,2,2,2,2,1,2,1,1,0,41401,1,2
1,36,190,1,1,4,3,1,1,2,1,1,0,41326,1,2
2,30,272,2,1,2,2,1,1,1,1,1,0,41401,2,2
1,36,179,2,5,1,3,3,3,2,1,1,0,41326,0,1
1,3,307,2,2,2,1,1,1,2,1,1,0,41401,5,3
1,48,69,1,2,2,2,1,1,2,1,1,200,41326,0,2
2,5,299,1,1,2,1,1,1,2,1,1,0,41401,5,1
1,36,109,1,3,3,2,3,3,3,1,1,0,41326,1,1
1,2,307,2,5,2,2,1,2,2,1,1,0,41327,2,4
2,3,266,2,1,2,1,1,1,2,1,1,0,41326,19,1
2,3,265,3,1,1,2,2,2,2,1,3,0,41332,5,1
1,72,307,1,5,2,2,1,1,1,1,1,0,41326,5,4
2,1,266,1,2,2,1,2,2,2,1,2,0,41332,4,2
2,2,266,2,1,2,1,2,2,2,1,1,0,41401,7,3
2,6,254,2,1,2,1,3,3,3,1,2,0,41325,3,4
1,2,307,1,1,2,2,2,2,2,1,1,0,41401,3,1
1,1,307,2,1,3,1,2,2,2,1,1,50,41326,2,2
1,14,307,2,1,2,2,2,2,2,1,1,0,41330,2,4
1,2,307,2,2,1,1,1,1,2,1,1,0,41326,3,2
2,4,266,1,1,2,1,2,1,1,1,2,30,41326,2,0
1,18,307,2,1,2,1,1,1,1,1,1,0,41326,10,4
2,36,266,2,4,3,1,1,1,2,1,1,0,41401,10,4
2,6,265,2,2,2,3,3,3,3,1,1,0,41401,6,0
1,2,307,2,2,2,1,2,1,2,1,1,0,41327,6,3
2,2,266,2,1,1,1,2,2,2,1,1,0,41401,3,1
2,12,265,1,4,2,3,2,2,2,1,1,0,41330,5,4
2,6,266,2,1,1,1,3,3,3,1,1,0,41326,4,2
2,2,266,2,1,1,1,2,2,2,1,1,0,41326,13,3
1,1,307,2,2,1,1,2,1,2,1,1,0,41332,2,4
1,1,307,2,1,2,1,2,1,2,1,1,0,41326,5,2
1,12,19,1,1,1,1,3,3,3,2,1,0,41332,3,0
1,3,307,2,1,2,1,1,1,2,1,1,0,41326,2,2
1,1,307,1,2,2,1,2,2,2,1,1,0,41326,0,2
1,60,189,1,1,3,1,1,1,2,1,1,0,41330,1,3
1,1,307,2,2,2,1,2,2,2,1,1,0,41326,3,2
2,8,267,1,1,2,2,1,1,3,1,1,100,41336,5,4
1,12,307,1,2,3,1,1,1,1,1,1,0,41326,4,0
1,132,128,2,2,1,1,1,1,2,1,1,0,41326,3,4
2,6,266,1,1,1,1,1,1,1,1,1,100,41326,3,3
2,0,248,1,1,2,2,1,1,1,1,1,10,41336,0,4
1,1,307,1,3,2,1,2,2,2,1,1,0,41326,1,2
1,2,307,2,1,2,1,1,1,2,1,1,0,41326,3,2
2,3,283,2,2,2,1,3,3,3,1,1,0,41326,2,2
1,3,307,2,1,2,2,2,1,2,1,2,0,41326,1,1
2,3,266,1,1,2,1,2,2,2,1,1,0,41401,3,3
1,4,307,2,4,2,1,2,1,2,1,1,0,41330,2,4
1,2,307,2,1,2,1,2,2,2,1,1,0,41401,1,4
1,60,24,1,2,2,2,3,1,2,1,1,0,41326,1,2
1,60,213,1,1,1,2,1,1,1,1,1,0,41401,2,4
1,10,307,1,7,2,1,1,1,1,1,1,300,41326,2,4
1,2,307,2,7,2,1,2,2,2,1,1,0,41326,2,1
1,3,307,1,2,1,3,3,3,3,1,1,0,41326,1,4
1,4,307,2,1,3,2,2,2,2,1,1,0,41401,1,1
1,5,307,2,1,2,2,1,1,2,1,1,0,41326,15,3
2,4,266,1,1,4,2,2,2,2,1,1,0,41401,6,2
2,2,266,1,4,2,1,1,1,2,1,2,0,41326,5,1
1,4,307,1,7,2,1,3,1,2,1,1,0,41326,1,1
2,3,292,2,1,2,2,1,1,2,1,1,150,41401,6,2
2,6,266,2,4,2,3,2,2,2,1,1,0,41401,1,4
1,72,141,2,5,3,2,1,1,1,1,1,700,41326,6,3
1,2,307,1,1,2,1,2,2,2,1,1,0,41326,3,1
1,1,307,3,1,2,2,1,1,2,1,4,0,41326,10,2
2,5,266,2,2,2,1,2,1,2,1,1,0,41326,5,4
1,72,189,2,1,4,2,3,3,1,1,1,0,41326,2,3
1,1,307,1,1,2,2,2,2,2,1,1,0,41336,5,1
2,2,266,3,2,2,1,2,2,2,1,3,0,41326,5,3
1,24,307,2,1,1,2,1,1,1,1,1,0,41326,3,4
1,11,307,3,1,2,1,3,3,3,1,5,0,41327,7,4
1,18,69,1,3,2,3,1,1,2,1,1,300,41326,3,3
1,18,307,2,1,2,2,1,1,1,1,1,0,41332,3,4
2,3,266,2,1,1,1,2,2,2,1,1,0,41332,9,3
1,3,307,2,1,1,2,3,3,2,1,1,0,41401,2,2
1,72,189,2,1,3,2,1,1,1,1,1,0,41326,7,3
1,84,69,1,2,2,2,3,3,2,1,1,0,41326,1,4
2,3,285,3,6,2,2,2,2,2,1,2,0,41326,2,3
2,2,265,2,6,2,1,2,2,2,1,1,0,41326,5,1
2,2,265,2,2,1,2,2,2,2,1,3,0,41326,5,4
2,48,266,3,1,2,1,2,2,2,1,5,0,41326,4,2
1,1,307,3,1,2,1,2,2,2,1,4,0,41326,0,1
2,2,266,3,1,2,1,2,2,2,1,5,0,41326,8,2
2,7,303,2,1,2,2,1,1,1,1,1,0,41336,5,4
2,1,266,1,6,2,1,1,1,2,1,3,0,41326,2,2
2,4,265,1,1,2,2,3,1,3,1,1,0,41401,2,4
1,0,307,2,2,2,1,2,2,1,1,1,0,41326,5,1
2,2,266,1,2,1,1,2,1,2,1,1,0,41401,3,2
2,2,266,1,1,2,1,2,2,2,1,1,0,41326,3,2
2,1,264,3,1,1,3,2,2,2,1,5,0,41326,5,1
2,12,266,1,2,2,1,1,3,1,1,1,0,41326,2,4
2,17,266,2,1,1,1,1,3,3,2,1,0,41326,4,3
2,3,266,1,1,2,1,2,1,2,1,1,30,41326,5,1
2,14,292,2,2,2,2,2,1,2,1,2,0,41330,2,3
1,37,141,2,5,2,1,1,1,1,1,1,0,41326,3,2
1,8,76,2,1,1,1,2,2,2,1,1,0,41401,11,4
2,3,266,1,1,2,2,2,2,2,1,1,0,41332,3,1
2,2,266,1,1,1,2,2,2,2,1,1,0,41401,3,2
2,8,266,1,6,2,1,2,2,2,1,1,0,41401,3,4
1,19,307,2,7,3,1,2,1,2,1,1,0,41326,13,2
1,52,205,1,2,1,2,1,1,3,1,1,100,41326,4,1
1,2,307,3,2,2,2,2,1,2,1,16,0,41326,30,2
2,1,306,3,4,2,1,2,2,2,1,3,0,41401,3,2
1,1,307,2,2,2,2,2,1,2,1,1,0,41326,1,2
2,1,264,1,1,1,2,2,2,2,1,1,0,41326,1,1
1,3,307,1,2,2,1,1,1,2,1,2,0,41326,2,2
1,3,141,1,4,3,1,2,1,1,1,1,350,41401,4,3
2,2,254,3,3,2,2,2,1,2,1,2,0,41401,3,4
2,60,243,2,1,2,1,2,2,2,1,1,0,41401,5,1
1,2,307,2,1,3,1,1,1,2,1,1,0,41326,5,3
1,2,218,2,1,2,3,2,2,2,1,2,0,41330,1,2
1,3,307,1,2,2,1,1,1,2,1,1,0,41326,5,1
1,6,307,2,2,2,1,2,2,2,1,1,0,41326,2,0
1,7,307,2,2,1,1,1,1,1,1,1,110,41326,4,2
1,60,103,2,1,2,2,1,1,1,1,1,0,41326,0,1
1,1,307,1,1,2,1,2,1,2,1,1,0,41401,23,2
1,17,49,2,7,1,1,1,1,2,1,1,0,41326,2,3
2,1,299,3,1,2,1,2,2,2,1,4,0,41326,19,1
2,7,285,2,1,2,3,2,2,2,1,1,0,41401,5,1
1,3,307,2,5,2,1,1,1,2,1,1,0,41326,7,2
1,3,307,2,1,2,1,1,1,2,1,2,100,41326,2,3
2,2,266,2,1,2,1,2,2,2,1,1,170,41326,4,2
2,1,265,3,1,1,1,2,2,2,1,4,0,41336,1,4
1,3,307,2,1,2,1,2,1,2,1,2,0,41401,3,2
1,2,307,2,1,2,1,2,1,2,1,1,0,41326,1,2
2,10,266,2,7,2,1,2,1,2,1,1,0,41335,1,3
1,5,307,2,2,2,1,2,1,1,1,1,0,41401,10,3
1,0,50,1,1,2,1,2,2,2,1,1,0,41401,6,3
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,1,0
2,12,265,1,2,3,2,1,1,2,1,2,0,41326,6,3
1,54,205,2,3,1,2,3,3,1,1,1,350,41326,1,0
2,12,266,2,1,3,1,1,1,1,1,1,100,41326,1,4
2,2,265,3,1,1,2,2,2,2,1,4,0,41401,1,2
2,1,265,2,1,2,2,2,2,2,1,1,0,41327,3,3
2,2,266,2,3,2,1,2,1,2,1,1,0,41332,3,3
2,3,266,2,2,1,1,2,2,2,1,1,0,41401,5,3
1,2,307,1,1,2,1,2,2,2,1,2,0,41326,3,2
2,18,266,1,1,2,2,1,1,1,1,1,0,41401,2,3
1,12,307,2,7,2,1,2,2,2,1,1,0,41401,4,3
1,2,307,2,1,2,2,2,2,2,1,3,0,41326,3,3
2,5,264,2,1,3,1,2,2,2,1,1,0,41326,2,3
1,1,307,3,1,1,2,2,2,3,1,3,0,41330,5,2
2,36,289,3,6,2,3,1,1,2,1,5,0,41326,5,3
2,3,285,1,4,1,2,2,2,2,1,1,0,41326,5,4
2,6,254,2,2,2,1,1,1,2,1,1,0,41336,1,2
1,3,307,1,2,2,1,1,1,3,1,1,0,41332,3,4
2,1,299,3,2,1,1,2,2,2,1,5,0,41326,0,3
1,2,307,1,1,2,1,2,2,2,1,1,0,41326,1,3
2,2,265,3,2,1,2,2,2,2,1,2,0,41326,2,1
2,5,264,2,1,1,3,2,2,2,1,1,0,41326,2,1
2,4,266,2,2,1,1,2,2,2,1,1,0,41326,3,4
1,0,307,2,1,1,1,2,2,2,1,1,0,41326,4,1
1,36,307,1,2,2,2,1,1,1,1,1,0,41330,4,4
2,5,266,2,1,2,1,2,1,2,1,1,0,41401,1,2
1,1,39,1,1,2,2,2,2,2,1,1,200,41335,5,2
2,7,266,2,4,2,1,2,2,2,1,1,0,41332,5,4
2,3,266,2,1,2,1,2,2,2,1,1,0,41326,11,1
2,3,266,1,1,2,1,2,1,2,1,1,0,41401,30,2
2,1,265,1,1,1,2,2,1,2,1,1,0,41335,10,1
1,36,307,1,1,2,2,2,2,3,2,1,0,41330,3,4
2,4,265,1,1,2,2,2,1,2,1,4,0,41326,17,2
1,1,307,2,1,2,2,2,2,2,1,1,0,41327,2,4
1,24,128,2,2,1,2,1,1,1,1,1,0,41326,4,3
1,2,307,2,5,2,2,2,1,2,1,1,0,41326,5,1
1,12,307,2,5,2,1,3,3,3,1,1,0,41326,4,1
1,1,307,3,1,2,1,2,2,2,1,6,0,41332,0,4
2,3,265,1,4,2,2,2,2,2,1,3,0,41326,8,2
1,48,109,2,3,2,2,3,1,3,1,1,0,41326,3,1
2,2,265,2,1,1,2,2,2,2,1,1,0,41326,4,2
2,36,250,1,1,2,1,1,1,1,1,1,0,41326,3,3
1,3,307,1,1,2,2,1,1,2,1,1,0,41326,7,3
2,2,274,1,3,2,2,2,1,2,1,1,100,41326,4,2
1,3,307,3,1,2,1,2,2,2,1,4,0,41326,4,4
2,15,243,3,1,1,1,2,2,1,1,3,0,41326,3,2
2,4,266,3,2,1,1,2,2,2,1,2,0,41401,4,4
2,3,251,3,1,2,2,2,1,2,1,2,100,41326,2,3
2,11,266,3,1,2,2,1,1,1,1,6,0,41326,5,4
1,24,205,2,3,1,3,1,1,2,1,1,0,41326,1,4
1,1,307,2,1,1,2,2,2,2,1,1,0,41326,4,2
2,25,266,1,1,2,1,1,1,1,1,2,50,41401,6,4
1,6,307,2,2,2,1,2,2,2,2,1,0,41401,5,4
1,9,307,2,1,2,2,1,1,1,1,1,0,41326,7,2
2,2,264,3,2,1,2,1,1,2,1,3,0,41401,4,1
1,12,307,2,7,2,1,3,3,1,1,1,0,41326,2,3
